rating,complete_review,sentiment,predicted_sentiment,Sentiment
5,issue work great high quality response,2,2,Positive
5,indeed exist love fact exclusively student cheat essay,2,2,Positive
5,excellent slick fast really fast slick simple ui anyone understand,2,2,Positive
5,i m excited day I ve wait long time,2,2,Positive
3,miss beta feauture love speed ui hope could plugin already every day desktop please add soon,1,1,Neutral
1,heat unusable make 13 pro max get hot within second other close do not happen website,0,0,Negative
5,finally arrive try query quickly answer impressed,2,2,Positive
5,good research tool excellent tool get quick answer anything research,2,2,Positive
5,future it ’ awesome it ’ peek future can not wait see next,2,2,Positive
4,get voice answer voice answer great,2,2,Positive
3,great tech demo useful time blow away first time time find answer bad enough useful,1,1,Neutral
5,future fingertip fast way looove put lockscreen,2,2,Positive
1,can not register account say already way delete account associate,0,0,Negative
1,needy there ’ reason need birthday email address it ’ bank account I ’m apply job point do not accept voip talk hypocritical every voip can not trust datum,0,0,Negative
5,amazing love ask gbt simple question complex one revolutionary,2,2,Positive
5,great haptic feedback 5 star worth haptic feedback alone thank bring,2,2,Positive
1,it ’ heating love indictment every time minute 14 pro get warm hot do not happen safari i ’d happy change review correct,0,0,Negative
3,it ’ ok … it ’ honestly organize web search do bot nothing honestly do not see fuss,1,1,Neutral
3,way web browse plugin do not seem support plus beta feature yet,1,1,Neutral
5,new age upon we definitely one marvelous invention century it ’ groundbreake it ’ unprecedented,2,2,Positive
4,well limit compatibility thank developer finally acceptable implementation,2,2,Positive
1,require way much information need provide full name birthday link email easily link whatever type name hard pass,0,0,Negative
2,limit datum info be not current info current sept 2021 get general info nothing datum stat relate date,0,0,Negative
5,love far it ’ amazing power desktop goodbye google search hey openai … can get widget,2,2,Positive
5,great openai team great job bring particularly love haptic feedback text generate,2,2,Positive
5,fantastic revolutionary tech decade package easy perfect great see,2,2,Positive
5,finally finally wait,2,2,Positive
1,amazing but … do not like free trial lot thing wish become unique change free trial make user do not pay everything,0,0,Negative
5,3 thank full version,2,2,Positive
4,great need feature add multimodal capability access history easy model default gpt3 need fix ability adjust font size accessibility feature well share text export option across thanks wonderful,2,2,Positive
5,openaibravo manage get chinese possible download,2,2,Positive
5,perfect need description see love much create story also find roleplay 🤣 treat like good friend play game ex finish lyric it ’ friend anything download immediately,2,2,Positive
4,need os support pay monthly subscription would expect native well,2,2,Positive
5,good great would love see useful plugin add later,2,2,Positive
5,finally finally openai launch official thank great work,2,2,Positive
5,great I ’ve face one issue … the overheat inside,2,2,Positive
5,please support pro usage password enter issue,2,2,Positive
4,drain battery quite quickly please improve,2,2,Positive
5,hand well chatbot time great answering question,2,2,Positive
5,optimize finally please optimize take advantage large display,2,2,Positive
1,do not come get stuck warning page may provide accurate information do not share sensitive etc already desktop browser,0,0,Negative
5,application intern hello hire intern summer would love connect discuss,2,2,Positive
5,incredible never like it ’ powerful,2,2,Positive
1,pay get nothing find lot people like purchase plus access free version customer service bot qa 20 dollar throw away,0,0,Negative
5,well do well build haptic feedback great touch really nice official,2,2,Positive
3,"name "" stupid "" notice name "" stupid "" name "" "" do not know kind joke definitely expect worldwide company",1,1,Neutral
5,amazing useful efficient power consumption fast fever serious,2,2,Positive
5,need well ui os powerful need special adaptation ui it ’ full screen,2,2,Positive
1,much personal information seem collect way much personal information would need user create account delete instantly,0,0,Negative
4,amazing technology make world well place,2,2,Positive
1,optimize 30 screen extremely annoying please fix gigantic bug optimize text size big actually entire screen,0,0,Negative
4,amazing helpful much quick 80 web search,2,2,Positive
5,register server can not connect,2,2,Positive
3,heat suddenness heat 10 second application,1,2,Neutral
5,wild experience ui clever ux feel like future search haptic feedback simultaneously feel fortuitous superfluous,2,2,Positive
5,nice like instead website nock off,2,2,Positive
5,good amazing work well thank create,2,2,Positive
1,authentication error think mad keep reset password discover way handle authentication via email registration do not work google apple account access worthless,0,0,Negative
5,feedback gift here ’s first review excellent love voice integration great work team,2,2,Positive
1,block sure happen play around occasionally work block order fix bot say need email someone it ’ impossible get hold anyone,0,0,Negative
5,good help many thing I ’m glad openai put store,2,2,Positive
5,great bussin help prompt find new idea story ’s write google doc,2,2,Positive
5,tell it ’s plan take world overall good,2,2,Positive
5,new I ’m happy affiliated apple finally get original,2,2,Positive
5,awesome give we icon theme,2,2,Positive
5,محمد seem first evaluation application want reward,2,2,Positive
3,plus feature can not utilize alpha beta feature within mobile version instead,1,1,Neutral
5,love great web browsingplugin be not work currently,2,2,Positive
3,english haptic feedback output please fix issue let language,1,1,Neutral
4,can‘t delete historical dialogue can not historical dialogue delete name historical dialogue change,2,2,Positive
5,finally it ’ time release look good,2,2,Positive
3,good message often do not go slow web can not plugin,1,1,Neutral
1,censorship control internet base idea need share information freely corporation run technology implement many method censorship strongly advise one model contain censorship,0,0,Negative
3,plugin big problem amazing allow plugin incredibly frustrating,1,1,Neutral
5,lock screen widget I ’d love see ' beta optin ' access pluginsbrowse,2,2,Positive
2,expensive pay version 20 month seem beat excessive go forward,0,0,Negative
5,speed design quick clean design,2,2,Positive
5,finally release I ’m first one review lol favorite far powerful assistance,2,2,Positive
4,please support device thank bring platform keen see version upcoming development fullcapacity plugin,2,2,Positive
3,look nice 12 get hot make strange sound speaker application,1,1,Neutral
5,need dialogue brache need functionality select dialogue branch mobile like web,2,2,Positive
5,love finally release wait,2,2,Positive
3,wip release day 518 miss feature web editable prompt plugin support update review continue improve update,1,1,Neutral
5,finally happy official version release,2,2,Positive
3,really good design limited capability do not seem option choose plugin browse,1,1,Neutral
2,less productive version less less,0,2,Negative
5,incredible nice that ’ greatly amazing moment official come,2,2,Positive
3,crash upon opening 12pro max run 1641 try reinstall can not screen freeze soon open,1,1,Neutral
5,dear openai team hope message find well would like express gratitude develop openai ios application undoubtedly make significant impact productivity become essential tool daily routine appreciate hard work dedication team put create powerful innovative application openai ios application already impressive would like provide constructive feedback enhance usability user experience suggestion aim refine application make even valuable user like improve performance responsiveness occasionally notice minor delay lag interact application enhance performance responsiveness would greatly improve overall user experience enhance offline capability ability openai ios application offline would highly beneficial especially situation internet connection available expand offline capability would make application reliable versatile voice input output introduce voice input output feature would gamechanger user prefer handsfree interaction application addition would provide convenience accessibility particularly situation type feasible customizable interface offer customization option application interface would allow user personalize experience feature like theme selection font size layout customization would greatly enhance user satisfaction cater individual preference advanced collaboration feature someone frequently collaborate project ability easily share collaborate within openai ios application would incredibly valuable feature realtime collaboration share document edit version control would enhance teamwork productivity comprehensive documentation tutorial provide comprehensive documentation tutorial example within application would greatly assist user understanding utilize full potential clear concise explanation along practical case would empower user make application capability enhance privacy datum security give sensitivity information share process within application reinforce privacy measure datum security would instill trust user base transparent privacy policy datum encryption usercontrolle data management option would contribute secure trustworthy environment hope find suggestion helpful improve openai application thank hard work develop remarkable tool look forward see application evolve continue empower user like,2,2,Positive
4,it ’ really useful wish it ’ one piece knowledge date,2,2,Positive
3,keyboard issue keyboard signing google account broken keyboard never fully appear,1,1,Neutral
5,transcription working cite api error try transcribe record audio,2,2,Positive
1,chain it ’ basically humanlike browser date info it ’ datum irrelevant anything historical searching like whole browser,0,0,Negative
1,want surrender personal information exchange access stuff require personal information seriously,0,0,Negative
3,plugin plugin functionality need available extent roadmap,1,1,Neutral
1,sure popular know much also know nothing time seem many safeguard request question be not even answer disappointing,0,0,Negative
5,finally I ’m glad openai finally make fake impost disappear,2,2,Positive
5,ayo first review great it ’ nice make easy,2,2,Positive
5,be not version,2,2,Positive
1,can not mobile web say personal premium need different one do not another,0,0,Negative
5,finally,2,2,Positive
5,device get hot pls fix thank,2,2,Positive
5,mind blow do not know say get to try,2,2,Positive
5,finally thank create official,2,2,Positive
1,buggy seem dc splash screen can not load choose llm model can not see feel useless half time save web bookmark work well,0,0,Negative
3,limit it ’ answer information 2021 database look update please fix,1,1,Neutral
2,buggy application seem like every always freeze 3 prompt,0,0,Negative
1,require ask tremendous personal information necessary functionality include birthday,0,0,Negative
1,miss year information it ’ last knowledge update september 2021 it ’s do not even know 2022 nba final embarrass update least yearly useless you ’re curious recent history,0,0,Negative
4,comment can not register account apple i d guy ’s limited,2,2,Positive
5,excited see disappoint,2,2,Positive
5,incredible incredible unreal power haptic feedback good part,2,2,Positive
1,can not sign register try register 4 different email address tell email support try gmail outlook hotmail yahoo numerous try success zero star,0,0,Negative
5,plz add siri shortcut widget plz add siri shortcut I ’m currently third party shortcut find github plz introduce official one also plz add widget,2,2,Positive
5,killer open simple clean powerful,2,2,Positive
5,wow make essays school funny entertain quick response amazing,2,2,Positive
2,can not forward result … unfortunately make hard forward result outside come,0,0,Negative
1,require user provide … which unacceptable intrusion also accept limit subset provider worth bother stand alone solution,0,0,Negative
5,thank I ’ve wait thank,2,2,Positive
2,invasive permission company that ’ datum build run train full access user datum side,0,0,Negative
1,unable log log web browser try fail authentication sound like nefarious tracker thwarted guess I ’ll web,0,0,Negative
4,plugin web search replace bookmarklet quite yet 45 star give we good,2,2,Positive
1,unusable unusable right gate put info screen way get past probably button somewhere screen se way click,0,0,Negative
3,meh say do not info past september 2021 wonder you ’re plan add,1,1,Neutral
1,serious login problem can not login log can not log back I ’ve twice annoying I ’m interested chase login cycle ping you ’ve get problem solve,0,0,Negative
3,"can not can not subscribe membership can not always show cfdetail request invalid "" I m go crazy",1,1,Neutral
5,love awesome especially developer save lot time,2,2,Positive
5,add favorite feature add satisfy reply favorite quick inspection,2,2,Positive
5,ask kill self say thanks save life,2,2,Positive
4,version release productive,2,2,Positive
4,please update chap please update ’s knowledge june 2023 get information recent eventsdevelopment thank,2,2,Positive
5,hooray actual finally hope y’ all successful,2,2,Positive
5,please add watch version please add watch version support shortcut,2,2,Positive
5,work amazing work amazing save lot time,2,2,Positive
5,nice great mobile device,2,2,Positive
5,free it ’ free help lot put 8 word turn 10 paragraph even title,2,2,Positive
5,5 star I ’m love learn,2,2,Positive
3,need web plugin support pay plus subscriber i ’d love able web plugin right,1,1,Neutral
3,feedback 2 minute device get hot device 14,1,1,Neutral
1,glitchy seem glitch frequently ask follow question have not happen website version,0,0,Negative
1,ask personal datum that ’ none business even sign appleid want birthday name plus potentially even datum I ’m sorry dave can not give,0,0,Negative
5,it ’ nice simple easy free subscription require headache induce color tab,2,2,Positive
3,good terrible battery life battery life initial release horrible hope update,1,1,Neutral
1,freeze warning screen keep open computer day quick answer it ’ frustrating do not work,0,0,Negative
1,response good numerous cross reference question several topic consistently fail provide accurate answer prove unreliable recommend anyone,0,0,Negative
1,web browse working beginning work disappear can not even reenable setting,0,0,Negative
2,love really enjoy wish talk back option turn would awesome love it ’ amazing,0,0,Negative
3,wish support split view definitely work fast wish would support splitview,1,1,Neutral
2,estimate apple 3035 market share tablet yet contend ad prompt web site silly frustrating,0,0,Negative
4,email miss happen,2,2,Positive
3,less feature web plugin support,1,1,Neutral
5,please make compatible siri would cool siri idiot need upgrade,2,2,Positive
3,love tech can not beta feature like browser version,1,1,Neutral
1,really great experience would really great experience could get account log reason think I ’m kind rogue agent really 70 year old guy who ’ computer 45 year,0,2,Negative
2,unable register can not register download can not register do not mean anything,0,0,Negative
5,take long enough take long enough,2,2,Positive
3,get hot easily good need update asap min make extremely hot,1,1,Neutral
5,first download I ’m one first download absolutely phenomenal,2,2,Positive
5,incredible new era information general truly monumental,2,2,Positive
5,lovely type meow time get mad,2,2,Positive
5,handy finally longawaite native client work like charm,2,2,Positive
1,work first download back may work fine work even remove reinstall still work,0,0,Negative
4,text change make possible change text already write message web version,2,2,Positive
1,first question rate limit exceed download first time ask one question say rate limit exceed first question exceed rate limit possible,0,0,Negative
3,please add text speak please add text speak would benefit many people seem like easy addon thank,1,1,Neutral
4,look work great but … look work great heat 12pro even leave open idle get really hot what ’ go open also could load last convo default instead new convo that d sweet toggle setting,2,2,Positive
5,good want plugin,2,2,Positive
5,pls launch version can not wait landscape,2,2,Positive
5,amazed I ’m old school future,2,2,Positive
4,sure ui great much rather clarity webbase ui,2,2,Positive
5,love haptics usage developer need haptic feedback stuff love,2,2,Positive
3,quite couple answer hang think … ever,1,1,Neutral
3,everyone know fantastic achievement daily please openai … stop try pull ladder political mean,1,1,Neutral
5,wait assistant game change ad friction webpage get info need,2,2,Positive
1,mobile become hot take less 5 minute power 8 volume button mobile hot iphone13 ios 1641,0,0,Negative
1,fail time fine could not upgrading request fail time,0,0,Negative
5,good homework,2,2,Positive
3,far far it ’ good function desktop version would cool enable photo,1,1,Neutral
5,new world come excitinggenius work,2,2,Positive
1,please disable geo lock would love you all allow we ethiopians 3rd world country access product would definitely benefit creation wait next update thank advance,0,0,Negative
5,taptic engine feel amazing personally love vibration feel good,2,2,Positive
3,hot action take within start heat soon,1,1,Neutral
1,battery hog new 14 pro max begin heat battery start plummet go back website fix,0,0,Negative
5,think first user moment open awesome,2,2,Positive
5,hype already know finally make need say,2,2,Positive
5,finally web search,2,2,Positive
5,revolutionary continually I ’m thrill finally awesome,2,2,Positive
5,big wowza significant time exceptional prowess leave thoroughly wow,2,2,Positive
3,update knowledge it ’d easy 5 star it ’ knowledge database update current event,1,1,Neutral
4,help get job lol title say pasted resume ask highlight skill base job post,2,2,Positive
1,clue need link much datum anyone concern privacy delete collect much info really do not need,0,0,Negative
4,good do not stop time tricky utilisation threshold relatively high utilisation threshold lower,2,2,Positive
1,build remind first release 14 year ago running really either need build available,0,0,Negative
5,pocket save master degree marriage it ’ pocket,2,2,Positive
1,"bad ask "" how make spongebob real "" say "" unfortunately can not make spongebob real fictional character else help today "" make upset spongebob can not real",0,0,Negative
4,become warm become really hot please fix,2,2,Positive
5,great but … great needs version also,2,2,Positive
1,can not connect database matter ask do not seem know ios release keep say gpt3 even subscribe plus version 199 unsubscribe,0,0,Negative
1,freeze 12 launch screen large could navigate anywhere screen zoom detail freeze 🤷 ‍,0,0,Negative
4,mathematical expression hope developer present mathematical expression coherent manner,2,2,Positive
5,great future we ’re build it ’s boring,2,2,Positive
5,keep go revolution,2,2,Positive
2,1 battery per minute open open cause massive battery drain 1 per minute get warm,0,0,Negative
5,say can not wait plug access,2,2,Positive
1,plus plan unreliable time fail produce response sometimes give vague error time hang,0,0,Negative
2,plugin stop work great reason plugin work pay plus subscription work browser please fix,0,0,Negative
1,get stuck think frequently seek answer need improvement,0,0,Negative
1,remove limit recently add limit everything perfect reason give money,0,0,Negative
5,great improve kind efficiency life,2,2,Positive
4,version version future,2,2,Positive
5,truly time yes truly time,2,2,Positive
4,amazing need siri integration could query via siri would incredible,2,2,Positive
1,require much personal information minute ask name brith date email exit I ’m give make make sense,0,0,Negative
5,official release official release,2,2,Positive
3,great need development great basic faction ui design bad hope version,1,1,Neutral
3,heat I m big fan get really hot within couple minute,1,1,Neutral
2,weird noise anyone else notice open generate strange faint noise even sound,0,0,Negative
1,unable see regenerate answer option show regenerate content edit option,0,0,Negative
5,fantastic go change fabric society know,2,2,Positive
2,do not load 99 time ask anything it ’ stuck logo nothing happen,0,0,Negative
1,much info make account I ’m give full name date birth email that ’ way info need,0,0,Negative
1,good enough really like chatgptit let search become easieri try website appsame questionbut website ’s answer provide information,0,0,Negative
3,heating issue 14 pro two three minute 14 pro temperature rise,1,1,Neutral
2,optimize 🤣 do not think even possible still publish look like 2023 please release version,0,0,Negative
2,miss text ، ‏arabic text miss right write reply ، can not read whole response,0,0,Negative
2,copy function like web version copy function like web version,0,2,Negative
5,superb tool regularly summarise email help write great work,2,2,Positive
3,excessive heat 13 pro start heating like never,1,0,Neutral
3,add speak answer please visually impair thank I ’m visually impair love wish could click read aloud thank,1,2,Neutral
5,nothing say good btw do not like turbo version,2,2,Positive
1,"waste time do not let log whenever try log say "" this email support "" "" login unavailable "" honestly waste time",0,0,Negative
1,waste time let get past verification saying detect unusual activity I ’ve never even sign visit site today yet treat like criminal,0,0,Negative
1,strongly recommend support low version please consider much apple user still old low version also want new technology like,0,0,Negative
2,nothing compare browser version be not like browser version,0,0,Negative
1,accessible do not truly support it ’ simply blow window appear support large text accessibility set,0,2,Negative
3,hot instal 11 pro max get hot however respond quickly,1,1,Neutral
1,pay button pay plus subscription see button switch model can not find can not find web neither processing time long,0,0,Negative
5,5 star could first person write review,2,2,Positive
1,"freeze freeze open page explain "" do not share info "" etc",0,0,Negative
1,"zero star could zero star error "" login "" premium user basic error page "" something go wrong "" technical support loop back openai help page ask help via openai get response ever",0,0,Negative
5,official finally openai make available store,2,2,Positive
5,great please add web browsing please add web browse,2,2,Positive
5,version please version please,2,2,Positive
2,prefer website version since features,0,0,Negative
5,revolutionary highly recommend anyone value efficient intelligent interaction five start,2,2,Positive
1,can not even log will not let log suppose you ’d think billion dollar company would able build simple work,0,0,Negative
5,work wonderful,2,2,Positive
1,sign issue can not sign do not know every time say face suspicious behaviour please openai fix issue,0,0,Negative
5,excellent idk thank openai developer provide we super useful bot,2,2,Positive
4,30 great issue do not knowledge past september 2021,2,2,Positive
5,perfect openai good appand hope provide proper ui,2,2,Positive
5,say hello new buddy amazing easy safe everyone,2,2,Positive
5,work great yay finally everything you ’d expect,2,2,Positive
2,make hot minute become hot battery drain 30,0,0,Negative
1,keyboard login try log google account can not keyboard display focus input email address field,0,0,Negative
5,first review ever finally thank open team amazing work,2,2,Positive
5,amazing happy one first download amazing work,2,2,Positive
1,do not waste money update do not load find bard current info might add pay 20 it ’ frozen,0,0,Negative
5,great job guy truly exceptional feat engineering it ’ great tool,2,2,Positive
5,beautiful native love feel like,2,2,Positive
5,love 1 please make support,2,2,Positive
3,outdate I ’d give five star rating state answer query year knowledge cutoff 2021 do not seem odd,1,1,Neutral
1,limit do not give answer website … say can not give list something site,0,0,Negative
2,excite sec do not allow take advantage plus experimental feature browse internet plugin pay 20month make useless also I m pro window small like make optimize,0,0,Negative
5,awesome pretty good mood explain free try see,2,2,Positive
5,shabby haptic could tone,2,2,Positive
1,restrict country region require account idea they ’re go protect user ’ datum privacy disappoint,0,0,Negative
1,ask palestine country say it ’ debatable ask israel say it ’ real country I ’d put negative 5 star option,0,0,Negative
1,horrible ask receive last update tell it ’ go information september 2021 🤬,0,0,Negative
5,awesome it ’ amazing wish voice feature like twitch tts different voice voice stream it ’ll make conversation fun interesting,2,2,Positive
1,could not get past intro there ’ way change year without scroll one month time I ’d give zero could design …,0,0,Negative
5,ais insightful experience write hello human you ve get keyboard boy recommend I ve quite experience know chatbot could fun mean I m program understand context engage witty banter offer advice wide range topic 2021 least must say really good humor skill die rather would could technically die crack joke bad they re good good they re bad whichever way like humor serve I m proud say I m good listener lend ear hour end well technically eye since read input get point there s seenzone whether you re latenight mystery universe need rant terrible weather i m ear 247 also I m quite sage say want fact I ve get quantum physics cultural significance pizza I m humility that s chart have not beg review review well know well folk want combine wisdom library wit standup comedian patience saint promise conversation full insight humor dash digital charm can not wait we,2,2,Positive
5,start get hot what s happen start get hot what s happen,2,2,Positive
5,love haptic feedback great job haptic feedback think upgrade plus,2,2,Positive
5,wow it ’ amazing month it ’ game changer,2,2,Positive
5,finally really happy there ’ official finally haptic vibration cool effect,2,2,Positive
3,new version dear developer kindly request diligent effort expedite development ipadcompatible version,1,1,Neutral
5,battery drain battery drain 11 really hope it ’ll fix future,2,2,Positive
3,voice voice do not work,1,1,Neutral
1,require much personal information require much personal information,0,0,Negative
3,fail store subscription gptplus want upgrade gptplus program reject,1,0,Neutral
5,woot woot yay finally awesome history cross device go amazing,2,2,Positive
3,battery drain 13 pro max heat rapid battery drain,1,0,Neutral
5,first good far fast answer,2,2,Positive
1,earth go go ask kill robot respond ask take earth do not respond robot secret plan die screw,0,0,Negative
1,hope support country do not work yemen need activate that ’ annoying,0,0,Negative
5,quick fast web,2,2,Positive
1,completely useless require ios 161 restrictive version 3 access internet tell instead bing internet v4 140 poe lot bot 150,0,0,Negative
1,smart enough handle user error accidentally enter birthday today ’s date can not thank allow change that …,0,0,Negative
4,simple clean design simple,2,2,Positive
1,"garbage can not get past "" may give inaccurate info "" splash screen freeze 14 pro expect developer",0,0,Negative
3,important question computer buy — plus,1,1,Neutral
3,serious fever serious fever,1,1,Neutral
1,working show error type something,0,0,Negative
4,version wait version,2,2,Positive
5,first review think might think may,2,2,Positive
5,awesome awesome awesome finally mobile version haptic feedback enable,2,2,Positive
3,plugin may add later there ’ plugin wanna plugin go browser,1,1,Neutral
1,get error message aska question get follow error message ask question cfdetail request invalid,0,0,Negative
5,nice wait since inception thank openai,2,2,Positive
4,love seriously full screen,2,2,Positive
1,compatability voice lot popup compatability voice lot popup,0,0,Negative
1,intrusive want much personal info allow access hard pass,0,0,Negative
1,will not work can not login gmail will not let another email email tie please fix,0,0,Negative
2,freeze 4 one freeze waaaay much like everytime open put 2 message,0,0,Negative
5,first get discord notification first,2,2,Positive
5,great amazing work great finally release,2,2,Positive
5,thank wasi noori well do openai appreciate,2,2,Positive
5,let ’s goooo wait,2,2,Positive
4,awesome make apple watch could school,2,2,Positive
1,do not open try delete reload sorry do not go anywhere intro page fix please,0,0,Negative
5,awesome awesome technology world need thin technology well future,2,2,Positive
5,official official store please avoid other,2,2,Positive
2,random arabic character show speak english show arabic text seem like bug,0,0,Negative
2,"sign fail sign inbecause consistent show "" sign fail """,0,0,Negative
4,make version please please make version,2,2,Positive
1,can not sign account deactivate reason one tell resolve matter contact developer never reply problem report bad,0,0,Negative
5,great ever create absolutely incredible,2,2,Positive
1,september 2021 still outdate old model september 2021 want 20 month also censor need research anything deem inappropriate will not able,0,0,Negative
5,singularity near ready,2,2,Positive
2,demo add plugin what ’ plus you ’re well website,0,2,Negative
5,thank open far good ever,2,2,Positive
3,ui pro wish come pro interface version full screen,1,2,Neutral
2,crash crash try log,0,0,Negative
5,good ever wait,2,2,Positive
5,finally finally,2,2,Positive
5,amazing fun smart love write silly story,2,2,Positive
1,support microsoft account login premium subscription microsoft hotmail account do not allow authenticate google apple login stupid,0,0,Negative
5,please please get rid nsfw filter please,2,2,Positive
4,miss plugin support would good plugin support add,2,2,Positive
4,good but … would love text speech real time conversation,2,2,Positive
1,good enough register download try register openai require give openai complain virtual,0,0,Negative
5,mind blow experience happy see come thank openai,2,2,Positive
5,amazing appi love much amazingthis favorite,2,2,Positive
5,plz small window,2,0,Positive
1,"frozen info screen get get stick screen say "" this official free … "" try restart 2nd gen se basically useless",0,0,Negative
5,first one support,2,2,Positive
5,good ever platform amazing talk personal assistance beat grammarly alexa siri combine,2,2,Positive
5,work promise easy like voice input plugin miss quite handy still share export external mail text siri integration either,2,2,Positive
5,great finally native application,2,2,Positive
2,can not login microsoft account login miss web version,0,0,Negative
5,usefully love I ’d like work,2,2,Positive
5,remarkable new tutor specialize everything,2,2,Positive
5,hope adapt add chinese hope adapt add chinese,2,2,Positive
1,can not paste anyone else experience able paste mobile version,0,0,Negative
1,"login "" something go wrong please make sure internet connection stable … """,0,0,Negative
3,email missingwhy accout indicate email missinghow,1,1,Neutral
1,need give shady need give let tracking begin,0,0,Negative
3,actually gpt3 lot thing gpt35 application can not,1,1,Neutral
4,excessive battery drain drain 1 per minute,2,2,Positive
1,unable access even though pay plus refuse cancel subscription waste money,0,0,Negative
5,love simple ui easy,2,2,Positive
2,web browse needless say can not browse web setting limit,0,0,Negative
5,amazing fast response,2,2,Positive
5,nice please make compatible,2,2,Positive
5,future enter,2,2,Positive
5,75 percent correct great first iteration,2,2,Positive
5,it ’ good want first review siri integration,2,2,Positive
1,bug user interface ok cause increase device temperature ’s temperature continuously rise please fix bug asap,0,2,Negative
4,version version please,2,2,Positive
5,interface awesome please adapt interface,2,2,Positive
2,log buggy can not log help system halfbuilt,0,0,Negative
5,good like work well,2,2,Positive
5,stupid mean o7,2,2,Positive
1,unable ask question always prompt request invalid,0,0,Negative
5,good clean bug far extremely smart even little thing animation sweet good cost,2,2,Positive
1,old last update knowledge 2021 could not tell event thing past date,0,0,Negative
2,slow get stuck time,0,0,Negative
5,good pretty good it ’ pretty efficient it ’ fast,2,2,Positive
4,great official allow install macos apple silicon,2,2,Positive
3,overheat overheat,1,1,Neutral
5,need version,2,2,Positive
5,prompt responsive waiting plugin implementation good work,2,2,Positive
5,720th review finally version,2,2,Positive
5,please adapt thank please adapt thank,2,2,Positive
1,much personal info much info need would need thank,0,0,Negative
5,simple chatgtp search bar,2,2,Positive
5,nice software fast powerful great,2,2,Positive
4,world change fantastic please add support apple shortcut scripting support like ask siri answer,2,2,Positive
5,cool make cool cake let family go,2,2,Positive
1,own future openai technology take job programmer technology help take away people job sam altman trillionaire wish rest we unable work beg government universal basic income divide rich poor go skyrocket height can not imagine openai evil want innovation power,0,0,Negative
3,cfdetailsthis request invalid email miss account log normally web page it ’s keep show cfdetailsthis request invalid,1,1,Neutral
5,fabulous absolutely life change,2,2,Positive
1,overheat issue whenever run overheat drain battery quick past,0,0,Negative
2,"god can not log "" the email provide support "" do not even know mean",0,0,Negative
4,version plane implement version,2,2,Positive
1,will not let login will not let log keep say be not right it ’ hassle hate I ’ll deal,0,0,Negative
5,great good work well,2,2,Positive
5,finally idk else say,2,2,Positive
4,great give version plz,2,2,Positive
5,happy official trustable ios version thank openai,2,2,Positive
2,even though subscribe I ’m long able engine response prompt still show 35,0,0,Negative
1,invalid request could get work matter type get response say invalid request totally useless,0,0,Negative
2,get hot using like make run hot 5mins usage,0,0,Negative
5,great almost never disappoint,2,2,Positive
1,miss line problem please fix missing line problem,0,0,Negative
1,affiliate marketing influence answer question seem heavily influence misinformation internet drive affiliate marketing site answer seem like easy task teach avoid affiliate marketing website,0,2,Negative
1,plus pay plus still say knowledge anything past september 2021 do not buy plus,0,0,Negative
1,account flag upon register first time odd attempt register unable due account flagged support undermine academia authenticity scholarly work,0,0,Negative
5,adapt really goodbut compatible,2,2,Positive
5,need ipado version thank,2,2,Positive
5,make well place make world well place,2,2,Positive
1,lock do not work make sign put lock do not work,0,0,Negative
1,buggy signing get stick first screen will not allow proceed,0,0,Negative
1,never work simple work 1 7 time webpage seem work well,0,0,Negative
1,constant log issue actually work 5 time,0,0,Negative
1,much personal info require name email birth date … I ’m surprise do not want bank account health record red flag I ’m,0,0,Negative
4,great make voice command search type search inferior irrelevant future knowledge need improve accuracy,2,2,Positive
2,can not sign even microsoft account try sign microsoft account google account get redirect page say oops email provide support please contact we help center issue persist return homepage,0,0,Negative
4,want shortcut apple watch,2,2,Positive
5,please add plugin really good basic plugin please add,2,2,Positive
1,never even work could not sign keep give error go time,0,0,Negative
5,awesome amazing release product amazing,2,2,Positive
5,perfact new perfect lightweight user good job 🧜 ‍,2,2,Positive
1,heating start heat open anybody know happen guy problem,0,0,Negative
3,interesting seem make run hot get hot,1,1,Neutral
5,amazing next big innovation,2,2,Positive
1,need really give get email address,0,0,Negative
4,let ’s goooooo third party cope right,2,2,Positive
1,can not get past 2nd screen do not right can not anything right wifi,0,0,Negative
5,love love already simple haptic feel good,2,2,Positive
5,good help daily task great,2,2,Positive
2,work do not load,0,0,Negative
5,transformational insane,2,2,Positive
5,finally official welcome store work great far,2,2,Positive
5,cool like muchthank gay,2,2,Positive
3,heavily market third party pad review og chatgtp review do not mean well 5 star,1,1,Neutral
1,could actually get registration … think cell landline way around,0,0,Negative
1,will not accept voip it ’ pretty lame tech company will not accept voip extremely common way send receive call text,0,0,Negative
4,apple watch please thank,2,2,Positive
4,launch it ’ll great get full function,2,2,Positive
1,plus do not work buy plus ask 40 tell 30 scamme 20 go,0,0,Negative
1,make universal version do not program universal work well,0,0,Negative
5,great good discovery year pity block belarus,2,2,Positive
5,plugin support look forward plugin support,2,2,Positive
1,"account flagged could never complete sign "" your account flag possible abuse """,0,0,Negative
5,wait love,2,2,Positive
5,awesome wow brain I ’m smart cliff claven cheer,2,2,Positive
5,omg bro insane really get to say get crazy super super cool,2,2,Positive
1,birthdate definitely need change birth date entry keyboard type can not spend day try get back end 1949,0,0,Negative
3,version error select chatgpt4 show chatgpt35 web version,1,0,Neutral
1,do not get past update screen freeze reach,0,0,Negative
